num_samples,seed_1_time,seed_2_time,seed_3_time,seed_4_time,seed_5_time,seed_6_time,seed_7_time,seed_8_time,seed_9_time,seed_10_time
100,0.9431075080065057,0.8761072669876739,0.8696196540258825,0.8690275619737804,0.8664208520203829,0.8658395300153643,0.866276977933012,0.8678802599897608,0.867600598023273,0.8821635189233348
300,0.8836238959338516,0.8845108200330287,0.8698528420645744,0.8697208449011669,0.8683157770428807,0.8652472039684653,0.8841417159419507,0.8692806670442224,0.8667045150650665,0.9327786039793864
500,0.9384139480534941,0.9260033960454166,0.9081035699928179,0.9234399379929528,0.8995417259866372,0.8830995949683711,0.8940440709702671,0.8964304849505424,0.8795624979538843,0.968604733934626
700,0.9430501790484414,0.8905989209888503,0.9353353349724784,0.9351620089728385,0.9732512319460511,0.9232851540436968,0.9397286409512162,0.8996095809852704,0.9197870739735663,0.9032284049317241
900,0.911037951009348,0.9047058220021427,0.879490383900702,0.87383554992266,0.8843168140156195,0.8806987820426002,0.8739249780774117,0.9043824599357322,0.9115796110127121,0.8912160450126976
1100,0.9247679689433426,0.933768562041223,0.9071493049850687,0.9229226890020072,0.9369638960342854,0.9201379590667784,0.9101653280667961,0.9082232729997486,0.9106572649907321,0.9242925359867513
1300,0.9429767070105299,0.9447750900872052,0.9643472729949281,0.9427839170675725,0.9414990229997784,0.9454211350530386,0.9423050230834633,0.9410911840386689,0.9407999769318849,0.9408557920251042
1500,0.9799657469848171,0.9999051720369607,1.0314068540465087,1.0022994950413704,1.0068214780185372,0.9793043609242886,0.9940805350197479,1.0493785239523277,0.9775358149781823,0.976375368074514
1700,1.0430483609670773,1.057024082983844,1.04863843601197,1.0210320110199973,1.0631407200125977,1.0536615849705413,1.0417413040995598,1.013428802951239,1.0562781640328467,1.013080648961477
1900,1.0376755730248988,1.0376476419623941,1.1274128059158102,1.1411889960290864,1.0566340259974822,1.1177979640197009,1.0648322430206463,1.0590713730780408,1.0909940759884194,1.0566913470393047
2100,1.1019191850209609,1.104259668965824,1.1035389300668612,1.1041918139671907,1.104144167038612,1.2219725759932771,1.0918982239672914,1.091504712938331,1.0904563521035016,1.0917689841007814
2300,1.2314989619189873,1.1240475220838562,1.1237536889966577,1.1215553139336407,1.1303264199523255,1.125951763940975,1.1368714700220153,1.1217738899867982,1.1233468520222232,1.1220621289685369
2500,1.1515173979569227,1.2055830960161984,1.1709208650281653,1.1722516589798033,1.1809549439931288,1.1906494850991294,1.2339834889862686,1.2345656079705805,1.163606055895798,1.1652086699614301
2700,1.2015078200493008,1.2004380309954286,1.2096966881072149,1.1850128259975463,1.1873450949788094,1.2062833420932293,1.1945669100387022,1.2140848750714213,1.2019424058962613,1.188536335946992
2900,1.2157948029926047,1.2236716719344258,1.2179501140490174,1.2159569259965792,1.3242134099127725,1.2222450230037794,1.2060737230349332,1.2282531970413402,1.2898863010341302,1.236514388001524
3100,1.2592631730949506,1.259848212939687,1.2427852400578558,1.3236381899332628,1.309848083066754,1.3584761240053922,1.2375571629963815,1.2371399339754134,1.317838090006262,1.336756109027192
3300,1.3701459279982373,1.3427626530174166,1.2839666879735887,1.2788956919685006,1.317663882044144,1.2819460360333323,1.2715918659232557,1.2697424041107297,1.2707629880169407,1.3263064780039713
3500,1.2996023390442133,1.4163064899621531,1.328220195020549,1.3293287680717185,1.3569598540198058,1.3763609549496323,1.3249561900738627,1.352636020979844,1.3431704390095547,1.3106274820165709
3700,1.3840057729976252,1.3432561260415241,1.3407557740574703,1.3418132269289345,1.3300487729720771,1.3465982780326158,1.3674271228956059,1.3606525679351762,1.375818773987703,1.34667541901581
3900,1.4640089970780537,1.3983658360084519,1.3702961549861357,1.3666720580076799,1.4213710359763354,1.3860022169537842,1.3774047050392255,1.408444463973865,1.416370942024514,1.3790447999490425
4100,1.5887312629492953,1.5521302920533344,1.5555485079530627,1.5882708709686995,1.563576617045328,1.565888297976926,1.5906747810076922,1.5744518080027774,1.6230725169880316,1.5746113139903173
4300,1.6214551450684667,1.6252806569682434,1.5833312559407204,1.5856190379709005,1.5840621590614319,1.5837314990349114,1.584148800931871,1.5837144440738484,1.5840914860600606,1.5840166360139847
4500,1.617168577038683,1.6179356700740755,1.6177674250211567,1.6466523479903117,1.6202346559148282,1.6447142569813877,1.6197225569048896,1.6360795870423317,1.6235539480112493,1.643203635001555
4700,1.670392511994578,1.6597843780182302,1.6765664020786062,1.6905097970739007,1.6721904119476676,1.6641262409975752,1.6761455959640443,1.7033749939873815,1.6886065310100093,1.6809135559014976
4900,1.715558881056495,1.745531220920384,1.7459505730075762,1.7307472770335153,1.7203703640261665,1.7029125599656254,1.741646690061316,1.8005723680835217,1.7640935750678182,1.7484897290123627
5100,1.7812709090067074,1.8149828949244693,1.7427616490749642,1.741238294984214,1.7427263299468905,1.742638803087175,1.822399961994961,1.7429559379816055,1.7419518909882754,1.7428909089649096
